Unlimited Data Plan,Account Length (in months),Intl Active,Intl Plan,State,Gender,Age,Under 30,Senior,Group,Demographics,Contract Type,Payment Method,Churn Category,Churn Reason,Total Customers,Churned Customers,Avg Monthly Charges,Avg Customer Service Calls,Avg Extra International Charges,Avg Extra Data Charges,Avg Monthly GB Download,Grouped Comsumtion
Yes,2,Yes,yes,ND,Male,41,No,No,,Other,,,,,1,1,47,5,0,0,7,Between 5 and 10 GB
Yes,2,Yes,yes,ND,Male,67,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,18,4,0,0,5,Between 5 and 10 GB
Yes,2,Yes,yes,UT,Male,60,No,No,,Other,,,,,1,,23,0,0,0,4,Less than 5 GB
Yes,2,Yes,yes,VA,Female,42,No,No,,Other,,,,,1,,20,0,0,0,6,Between 5 and 10 GB
Yes,3,No,no,AK,Female,49,No,No,,Other,,,,,1,1,18,4,0,0,2,Less than 5 GB
Yes,3,No,no,AL,Female,48,No,No,,Other,,,,,1,,28,0,0,0,7,Between 5 and 10 GB
Yes,3,No,no,AR,Female,39,No,No,,Other,,,,,1,1,49,2,0,0,2,Less than 5 GB
Yes,3,No,no,AZ,Male,21,Yes,No,,Under 30,,,,,1,,17,0,0,0,30,10 o more GB
Yes,3,No,no,AZ,Male,41,No,No,,Other,,,,,1,,70,2,0,0,9,Between 5 and 10 GB
Yes,3,No,no,CT,Female,60,No,No,,Other,,,,,1,1,31,4,0,0,3,Less than 5 GB
Yes,3,No,no,CT,Male,24,Yes,No,,Under 30,,,,,1,,35,2,0,0,18,10 o more GB
Yes,3,No,no,DC,Female,33,No,No,,Other,,,,,1,1,45,5,0,0,17,10 o more GB
Yes,3,No,no,DE,Female,21,Yes,No,,Under 30,,,,,1,,32,2,0,0,8,Between 5 and 10 GB
Yes,3,No,no,FL,Female,37,No,No,,Other,,,,,1,,15,0,0,0,7,Between 5 and 10 GB
Yes,3,No,no,GA,Female,45,No,No,,Other,,,,,1,,30,0,0,0,2,Less than 5 GB
Yes,3,No,no,HI,Female,64,No,No,,Other,,,,,1,1,31,3,0,0,1,Less than 5 GB
Yes,3,No,no,HI,Male,21,Yes,No,,Under 30,,,,,1,,47,0,0,0,10,Between 5 and 10 GB
Yes,3,No,no,IA,Female,54,No,No,,Other,,,,,1,,47,0,0,0,5,Between 5 and 10 GB
Yes,3,No,no,IA,Female,67,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,28,4,0,0,8,Between 5 and 10 GB
Yes,3,No,no,ID,Female,48,No,No,,Other,,,,,1,,24,0,0,0,3,Less than 5 GB
Yes,3,No,no,KS,Female,46,No,No,,Other,,,,,1,1,56,5,0,0,15,10 o more GB
Yes,3,No,no,KS,Female,71,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of service provider,1,1,50,5,17.8,0,2,Less than 5 GB
Yes,3,No,no,KS,Female,72,No,Yes,No,Senior,Month-to-Month,Credit Card,Dissatisfaction,Network reliability,1,1,30,3,0,0,6,Between 5 and 10 GB
Yes,3,No,no,MI,Male,28,Yes,No,,Under 30,,,,,1,1,20,2,160.9,0,30,10 o more GB
Yes,3,No,no,MN,Female,45,No,No,,Other,,,,,1,1,15,2,0,0,5,Between 5 and 10 GB
Yes,3,No,no,MN,Female,65,No,Yes,Yes,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,26,0,0,0,4,Less than 5 GB
Yes,3,No,no,MN,Female,72,No,Yes,No,Senior,Month-to-Month,Paper Check,Attitude,Attitude of support person,1,1,57,2,0,0,1,Less than 5 GB
Yes,3,No,no,MO,Female,59,No,No,,Other,,,,,1,1,52,4,0,0,7,Between 5 and 10 GB
Yes,3,No,no,MT,Male,36,No,No,,Other,,,,,1,,22,0,0,0,8,Between 5 and 10 GB
Yes,3,No,no,MT,Male,46,No,No,,Other,,,,,1,,46,0,0,0,2,Less than 5 GB
Yes,3,No,no,NC,Female,31,No,No,,Other,,,,,1,1,29,1,0,0,12,10 o more GB
Yes,3,No,no,NC,Male,60,No,No,,Other,,,,,1,,14,0,0,0,1,Less than 5 GB
Yes,3,No,no,ND,Male,22,Yes,No,,Under 30,,,,,1,,18,0,0,0,20,10 o more GB
Yes,3,No,no,NE,Female,42,No,No,,Other,,,,,1,1,40,0,0,0,4,Less than 5 GB
Yes,3,No,no,NH,Male,51,No,No,,Other,,,,,1,1,43,1,0,0,2,Less than 5 GB
Yes,3,No,no,NJ,Male,23,Yes,No,,Under 30,,,,,1,1,22,1,6.9,0,17,10 o more GB
Yes,3,No,no,NV,Male,38,No,No,,Other,,,,,1,,19,2,0,0,11,10 o more GB
Yes,3,No,no,NY,Female,29,Yes,No,,Under 30,,,,,1,1,31,4,11,0,15,10 o more GB
Yes,3,No,no,NY,Female,43,No,No,,Other,,,,,1,1,44,0,0,0,6,Between 5 and 10 GB
Yes,3,No,no,NY,Male,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of support person,1,1,50,0,0,0,5,Between 5 and 10 GB
Yes,3,No,no,OH,Male,67,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,38,0,0,0,14,10 o more GB
Yes,3,No,no,OK,Female,56,No,No,,Other,,,,,1,,49,0,0,0,14,10 o more GB
Yes,3,No,no,OK,Male,38,No,No,,Other,,,,,1,,36,0,0,0,4,Less than 5 GB
Yes,3,No,no,PA,Male,22,Yes,No,,Under 30,,,,,1,,27,0,0,0,35,10 o more GB
Yes,3,No,no,PA,Male,45,No,No,,Other,,,,,1,1,55,2,0,0,4,Less than 5 GB
Yes,3,No,no,SC,Female,42,No,No,,Other,,,,,1,1,19,0,0,0,4,Less than 5 GB
Yes,3,No,no,SC,Female,49,No,No,,Other,,,,,1,,59,2,0,0,2,Less than 5 GB
Yes,3,No,no,SC,Male,56,No,No,,Other,,,,,1,,12,0,0,0,9,Between 5 and 10 GB
Yes,3,No,no,SD,Female,19,Yes,No,,Under 30,,,,,1,1,18,2,0,0,10,Between 5 and 10 GB
Yes,3,No,no,SD,Male,35,No,No,,Other,,,,,1,,40,0,0,0,2,Less than 5 GB
Yes,3,No,no,TX,Female,27,Yes,No,,Under 30,,,,,1,,17,0,0,0,17,10 o more GB
Yes,3,No,no,TX,Male,28,Yes,No,,Under 30,,,,,1,,20,0,0,0,30,10 o more GB
Yes,3,No,no,UT,Female,20,Yes,No,,Under 30,,,,,1,,32,2,0,0,12,10 o more GB
Yes,3,No,no,VA,Male,48,No,No,,Other,,,,,1,,30,0,0,0,5,Between 5 and 10 GB
Yes,3,No,no,VA,Male,68,No,Yes,No,Senior,Month-to-Month,Paper Check,(blank),(blank),1,,33,1,0,0,15,10 o more GB
Yes,3,No,no,VT,Male,38,No,No,,Other,,,,,1,,43,0,0,0,5,Between 5 and 10 GB
Yes,3,No,no,VT,Male,45,No,No,,Other,,,,,1,1,16,5,0,0,1,Less than 5 GB
Yes,3,No,no,WA,Female,51,No,No,,Other,,,,,1,,46,0,0,0,5,Between 5 and 10 GB
Yes,3,No,no,WA,Male,25,Yes,No,,Under 30,,,,,1,1,24,0,0,0,13,10 o more GB
Yes,3,No,no,WA,Male,31,No,No,,Other,,,,,1,,26,0,0,0,14,10 o more GB
Yes,3,No,no,WA,Male,36,No,No,,Other,,,,,1,,16,0,0,0,6,Between 5 and 10 GB
Yes,3,No,no,WV,Female,79,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,40,2,0,0,13,10 o more GB
Yes,3,No,no,WV,Male,21,Yes,No,,Under 30,,,,,1,1,15,4,0,0,9,Between 5 and 10 GB
Yes,3,No,no,WV,Male,46,No,No,,Other,,,,,1,,39,0,0,0,6,Between 5 and 10 GB
Yes,3,No,yes,MN,Male,49,No,No,,Other,,,,,1,,48,0,0,0,9,Between 5 and 10 GB
Yes,3,No,yes,MO,Female,59,No,No,,Other,,,,,1,1,31,2,0,0,15,10 o more GB
Yes,3,No,yes,MS,Male,48,No,No,,Other,,,,,1,1,44,4,0,0,7,Between 5 and 10 GB
Yes,3,No,yes,NC,Male,25,Yes,No,,Under 30,,,,,1,1,32,3,0,0,26,10 o more GB
Yes,3,No,yes,NH,Female,53,No,No,,Other,,,,,1,1,53,2,0,0,1,Less than 5 GB
Yes,3,No,yes,WI,Female,22,Yes,No,,Under 30,,,,,1,1,13,4,0,0,6,Between 5 and 10 GB
Yes,3,No,yes,WY,Male,34,No,No,,Other,,,,,1,1,33,1,0,0,3,Less than 5 GB
Yes,3,Yes,no,AK,Female,70,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of service provider,1,1,56,2,33,0,7,Between 5 and 10 GB
Yes,3,Yes,no,AL,Male,68,No,Yes,No,Senior,Month-to-Month,Direct Debit,Other,Don't know,1,1,17,5,5.3,0,3,Less than 5 GB
Yes,3,Yes,no,AZ,Male,28,Yes,No,,Under 30,,,,,1,,16,2,21,0,35,10 o more GB
Yes,3,Yes,no,AZ,Male,47,No,No,,Other,,,,,1,,36,0,6.8,0,9,Between 5 and 10 GB
Yes,3,Yes,no,DE,Female,51,No,No,,Other,,,,,1,,39,0,4.5,0,7,Between 5 and 10 GB
Yes,3,Yes,no,GA,Female,47,No,No,,Other,,,,,1,,47,1,13.8,0,2,Less than 5 GB
Yes,3,Yes,no,HI,Female,27,Yes,No,,Under 30,,,,,1,,19,1,5.5,0,15,10 o more GB
Yes,3,Yes,no,IA,Male,74,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Price too high,1,1,52,4,8.7,0,1,Less than 5 GB
Yes,3,Yes,no,ID,Female,60,No,No,,Other,,,,,1,,25,1,10.4,0,14,10 o more GB
Yes,3,Yes,no,ID,Male,38,No,No,,Other,,,,,1,1,34,5,13.4,0,4,Less than 5 GB
Yes,3,Yes,no,IL,Male,32,No,No,,Other,,,,,1,1,43,1,8.5,0,6,Between 5 and 10 GB
Yes,3,Yes,no,IL,Male,62,No,No,,Other,,,,,1,1,34,5,4.9,0,6,Between 5 and 10 GB
Yes,3,Yes,no,IN,Male,31,No,No,,Other,,,,,1,,18,0,6.8,0,6,Between 5 and 10 GB
Yes,3,Yes,no,KY,Male,71,No,Yes,No,Senior,Month-to-Month,Credit Card,Competitor,Competitor had better devices,1,1,15,1,8.4,0,7,Between 5 and 10 GB
Yes,3,Yes,no,MA,Male,52,No,No,,Other,,,,,1,,44,0,6.8,0,10,Between 5 and 10 GB
Yes,3,Yes,no,MD,Female,32,No,No,,Other,,,,,1,,27,0,10,0,3,Less than 5 GB
Yes,3,Yes,no,MD,Female,43,No,No,,Other,,,,,1,1,38,4,13.7,0,9,Between 5 and 10 GB
Yes,3,Yes,no,MD,Female,78,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of support person,1,1,11,2,9,0,3,Less than 5 GB
Yes,3,Yes,no,MD,Male,21,Yes,No,,Under 30,,,,,1,1,33,4,4.3,0,14,10 o more GB
Yes,3,Yes,no,MI,Female,60,No,No,,Other,,,,,1,1,28,5,15,0,5,Between 5 and 10 GB
Yes,3,Yes,no,MN,Female,45,No,No,,Other,,,,,1,1,25,5,7.1,0,6,Between 5 and 10 GB
Yes,3,Yes,no,MN,Male,71,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Long distance charges,1,1,25,2,13.8,0,9,Between 5 and 10 GB
Yes,3,Yes,no,MO,Male,35,No,No,,Other,,,,,1,1,14,0,9.8,0,9,Between 5 and 10 GB
Yes,3,Yes,no,MS,Male,57,No,No,,Other,,,,,1,1,40,2,11.3,0,11,10 o more GB
Yes,3,Yes,no,MT,Male,68,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,37,2,10.4,0,6,Between 5 and 10 GB
Yes,3,Yes,no,ND,Female,28,Yes,No,,Under 30,,,,,1,1,50,0,12.1,0,25,10 o more GB
Yes,3,Yes,no,NE,Male,40,No,No,,Other,,,,,1,,24,0,6.8,0,2,Less than 5 GB
Yes,3,Yes,no,NH,Female,36,No,No,,Other,,,,,1,1,50,1,9.4,0,7,Between 5 and 10 GB
Yes,3,Yes,no,NH,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,Dissatisfaction,Network reliability,1,1,49,4,17.3,0,10,Between 5 and 10 GB
Yes,3,Yes,no,NH,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,12,0,16.4,0,1,Less than 5 GB
Yes,3,Yes,no,NH,Male,25,Yes,No,,Under 30,,,,,1,1,22,2,11.7,0,8,Between 5 and 10 GB
Yes,3,Yes,no,NJ,Female,20,Yes,No,,Under 30,,,,,1,1,33,5,9.5,0,15,10 o more GB
Yes,3,Yes,no,NM,Female,47,No,No,,Other,,,,,1,,15,0,10.4,0,18,10 o more GB
Yes,3,Yes,no,NM,Male,79,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,45,3,204.7,0,4,Less than 5 GB
Yes,3,Yes,no,NV,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,Dissatisfaction,Product dissatisfaction,1,1,52,5,5.2,0,6,Between 5 and 10 GB
Yes,3,Yes,no,NY,Female,54,No,No,,Other,,,,,1,,37,1,0.8,0,3,Less than 5 GB
Yes,3,Yes,no,NY,Male,55,No,No,,Other,,,,,1,,38,1,5.3,0,6,Between 5 and 10 GB
Yes,3,Yes,no,NY,Male,63,No,No,,Other,,,,,1,1,50,0,11.1,0,4,Less than 5 GB
Yes,3,Yes,no,OR,Male,55,No,No,,Other,,,,,1,1,41,0,13.4,0,1,Less than 5 GB
Yes,3,Yes,no,OR,Male,82,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,49,2,15.2,0,3,Less than 5 GB
Yes,3,Yes,no,RI,Male,30,No,No,,Other,,,,,1,1,51,0,5.4,0,37,10 o more GB
Yes,3,Yes,no,RI,Male,32,No,No,,Other,,,,,1,1,44,2,7.2,0,3,Less than 5 GB
Yes,3,Yes,no,SC,Female,21,Yes,No,,Under 30,,,,,1,1,29,1,20.3,0,17,10 o more GB
Yes,3,Yes,no,TN,Male,34,No,No,,Other,,,,,1,,17,0,12.7,0,3,Less than 5 GB
Yes,3,Yes,no,TX,Male,49,No,No,,Other,,,,,1,,12,1,14.7,0,2,Less than 5 GB
Yes,3,Yes,no,TX,Male,54,No,No,,Other,,,,,1,,16,0,20.1,0,8,Between 5 and 10 GB
Yes,3,Yes,no,WA,Female,68,No,Yes,No,Senior,Month-to-Month,Direct Debit,Other,Don't know,1,1,30,2,12.3,0,1,Less than 5 GB
Yes,3,Yes,no,WI,Female,47,No,No,,Other,,,,,1,1,55,5,11.8,0,7,Between 5 and 10 GB
Yes,3,Yes,no,WV,Male,42,No,No,,Other,,,,,1,1,35,0,58.8,0,8,Between 5 and 10 GB
Yes,3,Yes,yes,DC,Female,20,Yes,No,,Under 30,,,,,1,,26,0,0,0,15,10 o more GB
Yes,3,Yes,yes,DE,Male,43,No,No,,Other,,,,,1,1,16,0,0,0,11,10 o more GB
Yes,3,Yes,yes,IN,Female,33,No,No,,Other,,,,,1,1,40,4,0,0,29,10 o more GB
Yes,3,Yes,yes,ME,Male,37,No,No,,Other,,,,,1,,35,0,0,0,3,Less than 5 GB
Yes,3,Yes,yes,MO,Male,58,No,No,,Other,,,,,1,,50,0,0,0,9,Between 5 and 10 GB
Yes,3,Yes,yes,NJ,Male,56,No,No,,Other,,,,,1,,41,1,0,0,2,Less than 5 GB
Yes,3,Yes,yes,SD,Male,33,No,No,,Other,,,,,1,,35,0,0,0,2,Less than 5 GB
Yes,3,Yes,yes,TN,Female,59,No,No,,Other,,,,,1,,28,0,0,0,4,Less than 5 GB
Yes,4,No,no,AK,Male,26,Yes,No,,Under 30,,,,,1,1,47,3,22.1,0,6,Between 5 and 10 GB
Yes,4,No,no,AK,Male,75,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,46,0,0,0,2,Less than 5 GB
Yes,4,No,no,AL,Male,78,No,Yes,No,Senior,Month-to-Month,Direct Debit,Other,Poor expertise of online support,1,1,11,0,0,0,10,Between 5 and 10 GB
Yes,4,No,no,AR,Male,42,No,No,,Other,,,,,2,1,34,1.5,0,0,4,Less than 5 GB
Yes,4,No,no,AZ,Male,27,Yes,No,,Under 30,,,,,1,1,13,0,0,0,24,10 o more GB
Yes,4,No,no,AZ,Male,34,No,No,,Other,,,,,1,,15,0,0,0,4,Less than 5 GB
Yes,4,No,no,CT,Female,55,No,No,,Other,,,,,1,,21,0,0,0,3,Less than 5 GB
Yes,4,No,no,CT,Female,73,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,43,2,0,0,2,Less than 5 GB
Yes,4,No,no,DE,Male,53,No,No,,Other,,,,,1,,23,1,0,0,1,Less than 5 GB
Yes,4,No,no,FL,Female,69,No,Yes,No,Senior,Month-to-Month,Direct Debit,Other,Moved,1,1,26,2,0,0,9,Between 5 and 10 GB
Yes,4,No,no,FL,Female,79,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,53,5,76.3,0,1,Less than 5 GB
Yes,4,No,no,FL,Male,51,No,No,,Other,,,,,1,,40,1,0,0,4,Less than 5 GB
Yes,4,No,no,GA,Female,41,No,No,,Other,,,,,1,1,22,5,43.7,0,14,10 o more GB
Yes,4,No,no,ID,Male,38,No,No,,Other,,,,,1,1,33,3,0,0,1,Less than 5 GB
Yes,4,No,no,KS,Male,40,No,No,,Other,,,,,1,1,14,2,0,0,1,Less than 5 GB
Yes,4,No,no,KY,Female,47,No,No,,Other,,,,,1,1,42,3,24.7,0,10,Between 5 and 10 GB
Yes,4,No,no,LA,Female,24,Yes,No,,Under 30,,,,,1,,23,0,0,0,10,Between 5 and 10 GB
Yes,4,No,no,MA,Male,20,Yes,No,,Under 30,,,,,1,1,43,4,0,0,36,10 o more GB
Yes,4,No,no,MD,Male,49,No,No,,Other,,,,,1,1,39,2,0,0,1,Less than 5 GB
Yes,4,No,no,ME,Male,54,No,No,,Other,,,,,1,1,18,5,199,0,11,10 o more GB
Yes,4,No,no,MI,Female,28,Yes,No,,Under 30,,,,,1,,43,0,0,0,10,Between 5 and 10 GB
Yes,4,No,no,MI,Female,30,No,No,,Other,,,,,1,,28,0,0,0,26,10 o more GB
Yes,4,No,no,MI,Male,27,Yes,No,,Under 30,,,,,1,,45,1,0,0,21,10 o more GB
Yes,4,No,no,MN,Male,74,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,37,0,0,0,5,Between 5 and 10 GB
Yes,4,No,no,MO,Female,57,No,No,,Other,,,,,1,1,63,0,0,0,9,Between 5 and 10 GB
Yes,4,No,no,MS,Male,28,Yes,No,,Under 30,,,,,1,1,40,4,0,0,17,10 o more GB
Yes,4,No,no,MT,Female,47,No,No,,Other,,,,,1,1,16,1,0,0,4,Less than 5 GB
Yes,4,No,no,MT,Male,56,No,No,,Other,,,,,1,,24,0,0,0,11,10 o more GB
Yes,4,No,no,ND,Male,69,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,59,0,0,0,6,Between 5 and 10 GB
Yes,4,No,no,NE,Female,46,No,No,,Other,,,,,1,1,12,5,0,0,1,Less than 5 GB
Yes,4,No,no,NJ,Female,61,No,No,,Other,,,,,1,1,44,2,36.4,0,3,Less than 5 GB
Yes,4,No,no,NJ,Male,49,No,No,,Other,,,,,1,,27,0,0,0,10,Between 5 and 10 GB
Yes,4,No,no,NM,Female,79,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,31,4,0,0,6,Between 5 and 10 GB
Yes,4,No,no,OH,Male,23,Yes,No,,Under 30,,,,,1,1,37,4,3.5,0,10,Between 5 and 10 GB
Yes,4,No,no,OK,Female,36,No,No,,Other,,,,,1,1,43,4,0,0,1,Less than 5 GB
Yes,4,No,no,OK,Female,63,No,No,,Other,,,,,1,,17,0,0,0,8,Between 5 and 10 GB
Yes,4,No,no,OK,Male,28,Yes,No,,Under 30,,,,,1,,23,1,0,0,21,10 o more GB
Yes,4,No,no,OK,Male,75,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,17,0,0,0,2,Less than 5 GB
Yes,4,No,no,OR,Female,30,No,No,,Other,,,,,1,,30,0,0,0,17,10 o more GB
Yes,4,No,no,RI,Male,53,No,No,,Other,,,,,1,,42,0,0,0,1,Less than 5 GB
Yes,4,No,no,SC,Male,77,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,60,0,0,0,6,Between 5 and 10 GB
Yes,4,No,no,SC,Prefer not to say,70,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,34,0,0,0,6,Between 5 and 10 GB
Yes,4,No,no,UT,Female,39,No,No,,Other,,,,,1,,23,2,0,0,2,Less than 5 GB
Yes,4,No,no,VT,Female,26,Yes,No,,Under 30,,,,,1,,31,0,0,0,15,10 o more GB
Yes,4,No,no,WA,Female,27,Yes,No,,Under 30,,,,,1,,50,0,0,0,18,10 o more GB
Yes,4,No,no,WI,Female,39,No,No,,Other,,,,,1,,38,0,0,0,6,Between 5 and 10 GB
Yes,4,No,no,WV,Female,21,Yes,No,,Under 30,,,,,1,1,50,4,0,0,17,10 o more GB
Yes,4,No,no,WV,Male,74,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,40,0,0,0,6,Between 5 and 10 GB
Yes,4,No,no,WY,Female,46,No,No,,Other,,,,,1,1,26,2,0,0,5,Between 5 and 10 GB
Yes,4,No,no,WY,Male,36,No,No,,Other,,,,,1,,25,2,0,0,3,Less than 5 GB
Yes,4,No,yes,DC,Male,58,No,No,,Other,,,,,1,1,17,5,0,0,2,Less than 5 GB
Yes,4,No,yes,KY,Female,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,51,2,0,0,4,Less than 5 GB
Yes,4,No,yes,ME,Male,43,No,No,,Other,,,,,1,1,32,2,0,0,5,Between 5 and 10 GB
Yes,4,No,yes,MI,Female,65,No,Yes,No,Senior,Month-to-Month,Direct Debit,Dissatisfaction,Limited range of services,1,1,34,0,0,0,9,Between 5 and 10 GB
Yes,4,No,yes,NV,Male,28,Yes,No,,Under 30,,,,,1,,26,3,0,0,12,10 o more GB
Yes,4,No,yes,TN,Male,31,No,No,,Other,,,,,1,1,55,0,0,0,4,Less than 5 GB
Yes,4,No,yes,WV,Male,28,Yes,No,,Under 30,,,,,1,1,26,3,0,0,19,10 o more GB
Yes,4,Yes,no,AL,Male,61,No,No,,Other,,,,,1,1,41,3,25.8,0,3,Less than 5 GB
Yes,4,Yes,no,GA,Male,30,No,No,,Other,,,,,1,1,51,5,11.3,0,38,10 o more GB
Yes,4,Yes,no,HI,Female,51,No,No,,Other,,,,,1,1,23,2,14.3,0,5,Between 5 and 10 GB
Yes,4,Yes,no,HI,Female,69,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,33,0,8,0,4,Less than 5 GB
Yes,4,Yes,no,IA,Female,45,No,No,,Other,,,,,1,1,26,3,7.3,0,6,Between 5 and 10 GB
Yes,4,Yes,no,IN,Female,25,Yes,No,,Under 30,,,,,1,1,41,4,10.4,0,12,10 o more GB
Yes,4,Yes,no,KS,Male,58,No,No,,Other,,,,,1,1,42,2,11.4,0,4,Less than 5 GB
Yes,4,Yes,no,LA,Female,35,No,No,,Other,,,,,1,1,51,4,7,0,6,Between 5 and 10 GB
Yes,4,Yes,no,MD,Female,33,No,No,,Other,,,,,1,1,49,4,10.9,0,6,Between 5 and 10 GB
Yes,4,Yes,no,MD,Female,70,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,44,0,13,0,4,Less than 5 GB
Yes,4,Yes,no,MO,Male,33,No,No,,Other,,,,,1,,20,0,8.7,0,2,Less than 5 GB
Yes,4,Yes,no,MT,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Lack of affordable download/upload speed,1,1,32,5,19.7,0,10,Between 5 and 10 GB
Yes,4,Yes,no,NE,Female,68,No,Yes,No,Senior,Month-to-Month,Credit Card,Competitor,Competitor had better devices,1,1,32,3,13.3,0,7,Between 5 and 10 GB
Yes,4,Yes,no,NE,Male,55,No,No,,Other,,,,,1,1,49,0,13.4,0,7,Between 5 and 10 GB
Yes,4,Yes,no,NH,Male,56,No,No,,Other,,,,,1,,16,0,8.1,0,6,Between 5 and 10 GB
Yes,4,Yes,no,NJ,Female,20,Yes,No,,Under 30,,,,,1,,28,0,7.4,0,24,10 o more GB
Yes,4,Yes,no,NJ,Female,66,No,Yes,Yes,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,24,1,12.8,0,13,10 o more GB
Yes,4,Yes,no,NJ,Male,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Long distance charges,1,1,43,0,27,0,7,Between 5 and 10 GB
Yes,4,Yes,no,NM,Female,29,Yes,No,,Under 30,,,,,1,1,38,5,17.9,0,10,Between 5 and 10 GB
Yes,4,Yes,no,NV,Female,45,No,No,,Other,,,,,1,1,41,5,68.5,0,2,Less than 5 GB
Yes,4,Yes,no,NV,Male,27,Yes,No,,Under 30,,,,,1,1,29,3,13.3,0,9,Between 5 and 10 GB
Yes,4,Yes,no,NV,Male,46,No,No,,Other,,,,,1,1,22,4,11.5,0,9,Between 5 and 10 GB
Yes,4,Yes,no,NY,Male,23,Yes,No,,Under 30,,,,,1,1,27,5,18.4,0,27,10 o more GB
Yes,4,Yes,no,NY,Male,24,Yes,No,,Under 30,,,,,1,,35,2,18.2,0,30,10 o more GB
Yes,4,Yes,no,OH,Male,19,Yes,No,,Under 30,,,,,1,1,56,5,9.3,0,18,10 o more GB
Yes,4,Yes,no,OK,Female,34,No,No,,Other,,,,,1,1,15,1,16.6,0,2,Less than 5 GB
Yes,4,Yes,no,OK,Female,76,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,29,0,7.5,0,8,Between 5 and 10 GB
Yes,4,Yes,no,OR,Female,26,Yes,No,,Under 30,,,,,1,1,16,0,8.7,0,10,Between 5 and 10 GB
Yes,4,Yes,no,OR,Female,44,No,No,,Other,,,,,1,1,30,4,8.8,0,12,10 o more GB
Yes,4,Yes,no,OR,Male,39,No,No,,Other,,,,,1,,21,0,8.1,0,10,Between 5 and 10 GB
Yes,4,Yes,no,OR,Male,43,No,No,,Other,,,,,1,1,25,2,9.4,0,9,Between 5 and 10 GB
Yes,4,Yes,no,TN,Female,53,No,No,,Other,,,,,1,,14,1,6.5,0,15,10 o more GB
Yes,4,Yes,no,UT,Female,48,No,No,,Other,,,,,1,1,33,4,19.5,0,4,Less than 5 GB
Yes,4,Yes,no,VA,Female,50,No,No,,Other,,,,,1,1,43,0,21.8,0,1,Less than 5 GB
Yes,4,Yes,no,VA,Male,29,Yes,No,,Under 30,,,,,1,,41,0,14.4,0,27,10 o more GB
Yes,4,Yes,no,VA,Male,48,No,No,,Other,,,,,1,1,49,0,8.1,0,15,10 o more GB
Yes,4,Yes,no,VT,Male,37,No,No,,Other,,,,,1,,33,2,13.5,0,8,Between 5 and 10 GB
Yes,4,Yes,no,VT,Male,41,No,No,,Other,,,,,1,,25,0,6.8,0,12,10 o more GB
Yes,4,Yes,no,VT,Male,59,No,No,,Other,,,,,1,1,18,0,16.3,0,29,10 o more GB
Yes,4,Yes,no,WA,Female,35,No,No,,Other,,,,,1,1,24,4,11.8,0,7,Between 5 and 10 GB
Yes,4,Yes,no,WA,Female,38,No,No,,Other,,,,,1,1,26,0,20.3,0,9,Between 5 and 10 GB
Yes,4,Yes,no,WI,Female,34,No,No,,Other,,,,,1,1,29,5,23,0,5,Between 5 and 10 GB
